location,date,total_cases,total_deaths
Europe,2021-09-30,59733532,1227021
Europe,2021-10-01,59875175,1228991
Europe,2021-10-02,59999491,1230722
Europe,2021-10-03,60108488,1232266
Europe,2021-10-04,60228002,1234232
Europe,2021-10-05,60369032,1236674
Europe,2021-10-06,60527324,1239118
Europe,2021-10-07,60689980,1241399
Europe,2021-10-08,60845702,1243717
Europe,2021-10-09,60994000,1245742
Europe,2021-10-10,61116786,1247442
Europe,2021-10-11,61253575,1249617
Europe,2021-10-12,61412879,1252282
Europe,2021-10-13,61587155,1254938
Europe,2021-10-14,61772901,1257569
Europe,2021-10-15,61952804,1260000
Europe,2021-10-16,62116885,1262184
Europe,2021-10-17,62266220,1264132
Europe,2021-10-18,62434560,1266520
Europe,2021-10-19,62639705,1269681
Europe,2021-10-20,62862288,1272640
Europe,2021-10-21,63090764,1275545
Europe,2021-10-22,63320015,1278515
Europe,2021-10-23,63517690,1281221
Europe,2021-10-24,63692905,1283523
Europe,2021-10-25,63881266,1286195
Europe,2021-10-26,64118600,1289884
Europe,2021-10-27,64374796,1293548
Europe,2021-10-28,64606511,1296781
Europe,2021-10-29,64872184,1300239
Europe,2021-10-30,65098076,1303214
Europe,2021-10-31,65272882,1305690
Europe,2021-11-01,65465424,1308600
Europe,2021-11-02,65687949,1312460
Europe,2021-11-03,65987000,1316369
Europe,2021-11-04,66282156,1320295
Europe,2021-11-05,66558359,1324041
Europe,2021-11-06,66814028,1327462
Europe,2021-11-07,67011297,1330024
Europe,2021-11-08,67259093,1333500
Europe,2021-11-09,67529440,1337806
Europe,2021-11-10,67869936,1342224
Europe,2021-11-11,68187896,1346152
Europe,2021-11-12,68502747,1349977
Europe,2021-11-13,68772615,1353453
Europe,2021-11-14,68989760,1356091
Europe,2021-11-15,69280164,1359761
Europe,2021-11-16,69602563,1364191
Europe,2021-11-17,69983432,1368841
Europe,2021-11-18,70358113,1373041
Europe,2021-11-19,70723669,1377223
Europe,2021-11-20,71038944,1380727
Europe,2021-11-21,71292995,1383281
Europe,2021-11-22,71659754,1387185
Europe,2021-11-23,72005921,1391555
Europe,2021-11-24,72434477,1396007
Europe,2021-11-25,72849849,1400309
Europe,2021-11-26,73264557,1404410
Europe,2021-11-27,73580634,1407821
Europe,2021-11-28,73841630,1410524
Europe,2021-11-29,74198411,1414321
Europe,2021-11-30,74582679,1418783
Europe,2021-12-01,75010947,1423201
Europe,2021-12-02,75445628,1427444
Europe,2021-12-03,75863489,1431731
Europe,2021-12-04,76190692,1435041
Europe,2021-12-05,76454186,1437430
Europe,2021-12-06,76753724,1440970
Europe,2021-12-07,77200023,1445770
Europe,2021-12-08,77571099,1449893
Europe,2021-12-09,78024478,1454471
Europe,2021-12-10,78419238,1458753
Europe,2021-12-11,78725006,1461949
Europe,2021-12-12,78976425,1464346
Europe,2021-12-13,79308388,1467950
Europe,2021-12-14,79702205,1472377
Europe,2021-12-15,80137917,1476765
Europe,2021-12-16,80561244,1480800
Europe,2021-12-17,80957002,1484411
Europe,2021-12-18,81328685,1487855
Europe,2021-12-19,81591016,1490082
Europe,2021-12-20,81959969,1493476
Europe,2021-12-21,82417258,1497438
Europe,2021-12-22,82902056,1501341
Europe,2021-12-23,83432922,1505014
Europe,2021-12-24,83844298,1508023
Europe,2021-12-25,84285252,1510678
Europe,2021-12-26,84546721,1512497
Europe,2021-12-27,85140355,1515726
Europe,2021-12-28,85866770,1519094
Europe,2021-12-29,86782271,1523160
Europe,2021-12-30,87775911,1526914
Europe,2021-12-31,88628238,1530660
Europe,2022-01-01,89347571,1533041
Europe,2022-01-02,89723309,1534654
Europe,2022-01-03,90714671,1537440
Europe,2022-01-04,91900541,1540762
Europe,2022-01-05,93194247,1544738
Europe,2022-01-06,94265292,1547905
Europe,2022-01-07,95539323,1550657
Europe,2022-01-08,96463106,1552976
Europe,2022-01-09,97298490,1554621
Europe,2022-01-10,98291980,1557162
Europe,2022-01-11,99663059,1561260
Europe,2022-01-12,101055600,1565111
Europe,2022-01-13,102273626,1568449
Europe,2022-01-14,103585450,1571645
Europe,2022-01-15,104524561,1574185
Europe,2022-01-16,105323793,1575885
Europe,2022-01-17,106448496,1578760
Europe,2022-01-18,107943628,1582657
Europe,2022-01-19,109597666,1585933
Europe,2022-01-20,111214289,1589306
Europe,2022-01-21,112820614,1592355
Europe,2022-01-22,114025888,1594728
Europe,2022-01-23,115029856,1596374
Europe,2022-01-24,116432235,1599269
Europe,2022-01-25,118285994,1603053
Europe,2022-01-26,120116311,1606479
Europe,2022-01-27,121914353,1609785
Europe,2022-01-28,123628340,1613071
Europe,2022-01-29,124882556,1615532
Europe,2022-01-30,125896061,1617262
Europe,2022-01-31,128050932,1620350
Europe,2022-02-01,129851438,1624969
Europe,2022-02-02,131584130,1628957
Europe,2022-02-03,133236375,1632536
Europe,2022-02-04,134678807,1635886
Europe,2022-02-05,135793860,1638530
Europe,2022-02-06,136746968,1640425
Europe,2022-02-07,137843122,1643765
Europe,2022-02-08,139750434,1648418
Europe,2022-02-09,141005501,1652122
Europe,2022-02-10,142655902,1656215
Europe,2022-02-11,143894599,1659954
Europe,2022-02-12,144837206,1662680
Europe,2022-02-13,145575089,1664519
Europe,2022-02-14,146480613,1668230
Europe,2022-02-15,147293905,1671912
Europe,2022-02-16,148702192,1676581
Europe,2022-02-17,149732074,1680497
Europe,2022-02-18,150708939,1684210
Europe,2022-02-19,151416846,1686754
Europe,2022-02-20,152017425,1688532
Europe,2022-02-21,152762301,1687709
European Union,2020-01-23,NA,NA
European Union,2020-01-24,2,NA
European Union,2020-01-25,3,NA
European Union,2020-01-26,3,NA
European Union,2020-01-27,4,NA
European Union,2020-01-28,8,NA
European Union,2020-01-29,10,NA
European Union,2020-01-30,10,NA
European Union,2020-01-31,13,NA
European Union,2020-02-01,19,NA
European Union,2020-02-02,21,NA
European Union,2020-02-03,23,NA
European Union,2020-02-04,24,NA
European Union,2020-02-05,24,NA
European Union,2020-02-06,24,NA
European Union,2020-02-07,26,NA
European Union,2020-02-08,31,NA
European Union,2020-02-09,33,NA
European Union,2020-02-10,33,NA
European Union,2020-02-11,36,NA
European Union,2020-02-12,36,NA
European Union,2020-02-13,36,NA
European Union,2020-02-14,36,NA
European Union,2020-02-15,37,1
European Union,2020-02-16,37,1
European Union,2020-02-17,37,1
European Union,2020-02-18,37,1
European Union,2020-02-19,37,1
European Union,2020-02-20,37,1
European Union,2020-02-21,54,2
European Union,2020-02-22,96,3
European Union,2020-02-23,190,4
European Union,2020-02-24,264,8
European Union,2020-02-25,367,11
European Union,2020-02-26,525,14
European Union,2020-02-27,775,19
European Union,2020-02-28,1060,23
European Union,2020-02-29,1410,31
European Union,2020-03-01,2115,36
European Union,2020-03-02,2610,55
European Union,2020-03-03,3214,84
European Union,2020-03-04,4087,113
European Union,2020-03-05,5399,158
European Union,2020-03-06,6947,212
European Union,2020-03-07,8954,261
European Union,2020-03-08,11317,406
European Union,2020-03-09,14238,522
European Union,2020-03-10,17012,707
European Union,2020-03-11,21695,945
European Union,2020-03-12,25048,1138
European Union,2020-03-13,35165,1508
European Union,2020-03-14,42522,1773
European Union,2020-03-15,49899,2251
European Union,2020-03-16,60098,2727
European Union,2020-03-17,70074,3305
European Union,2020-03-18,82553,3905
European Union,2020-03-19,99385,4695
European Union,2020-03-20,116916,5830
European Union,2020-03-21,135594,7178
European Union,2020-03-22,152939,8435
European Union,2020-03-23,175188,9895
European Union,2020-03-24,195523,11573
European Union,2020-03-25,222054,13581
European Union,2020-03-26,253107,15662
European Union,2020-03-27,283646,18000
European Union,2020-03-28,315359,20427
European Union,2020-03-29,340874,22753
European Union,2020-03-30,367126,25338
European Union,2020-03-31,397483,28089
European Union,2020-04-01,427198,31590
European Union,2020-04-02,455526,34660
European Union,2020-04-03,486214,38086
European Union,2020-04-04,492125,40946
European Union,2020-04-05,512719,43279
European Union,2020-04-06,532262,46174
European Union,2020-04-07,547850,50054
European Union,2020-04-08,573717,52879
European Union,2020-04-09,598608,56464
European Union,2020-04-10,621828,59657
European Union,2020-04-11,641886,62072
European Union,2020-04-12,709548,64476
European Union,2020-04-13,726276,66910
European Union,2020-04-14,755049,69344
European Union,2020-04-15,776576,73347
European Union,2020-04-16,809598,76392
European Union,2020-04-17,830515,79426
European Union,2020-04-18,846318,81404
European Union,2020-04-19,864687,83279
European Union,2020-04-20,877643,85413
European Union,2020-04-21,893182,87791
European Union,2020-04-22,910095,90209
European Union,2020-04-23,923614,92530
European Union,2020-04-24,926962,94699
European Union,2020-04-25,939790,96550
European Union,2020-04-26,949949,97806
European Union,2020-04-27,961349,99422
European Union,2020-04-28,972345,101102
European Union,2020-04-29,980477,103042
European Union,2020-04-30,989391,104489
European Union,2020-05-01,997944,105491
European Union,2020-05-02,1005094,107099
European Union,2020-05-03,1010957,107888
European Union,2020-05-04,1016379,108999
European Union,2020-05-05,1023631,110137
European Union,2020-05-06,1034478,111879
European Union,2020-05-07,1042789,113048
European Union,2020-05-08,1050661,114320
European Union,2020-05-09,1056503,115069
European Union,2020-05-10,1061258,115649
European Union,2020-05-11,1068153,116475
European Union,2020-05-12,1074327,117512
European Union,2020-05-13,1079701,118489
European Union,2020-05-14,1085488,119579
European Union,2020-05-15,1090816,120381
European Union,2020-05-16,1095310,120960
European Union,2020-05-17,1098442,121742
European Union,2020-05-18,1102354,122277
European Union,2020-05-19,1107474,122547
European Union,2020-05-20,1112356,123221
European Union,2020-05-21,1116681,123740
European Union,2020-05-22,1122854,124884
European Union,2020-05-23,1126852,125350
European Union,2020-05-24,1129487,125520
European Union,2020-05-25,1131884,123936
European Union,2020-05-26,1136040,124706
European Union,2020-05-27,1139404,125081
European Union,2020-05-28,1147983,125441
European Union,2020-05-29,1152796,125829
European Union,2020-05-30,1157696,126171
European Union,2020-05-31,1160244,126341
European Union,2020-06-01,1162982,126523
European Union,2020-06-02,1165107,126847
European Union,2020-06-03,1165115,127192
European Union,2020-06-04,1172860,127456
European Union,2020-06-05,1177523,127791
European Union,2020-06-06,1181825,127992
European Union,2020-06-07,1185044,128117
European Union,2020-06-08,1188268,128335
European Union,2020-06-09,1192147,128649
European Union,2020-06-10,1196125,128898
European Union,2020-06-11,1200234,129061
European Union,2020-06-12,1205118,129248
European Union,2020-06-13,1209003,129433
European Union,2020-06-14,1212087,129540
European Union,2020-06-15,1214900,129666
European Union,2020-06-16,1219241,129925
European Union,2020-06-17,1223926,130189
European Union,2020-06-18,1229807,130400
European Union,2020-06-19,1234061,131705
European Union,2020-06-20,1237830,131836
European Union,2020-06-21,1240828,131895
European Union,2020-06-22,1243936,131980
European Union,2020-06-23,1248615,132249
European Union,2020-06-24,1253468,132360
European Union,2020-06-25,1257984,132501
European Union,2020-06-26,1263633,132698
European Union,2020-06-27,1267796,132745
European Union,2020-06-28,1270194,132808
European Union,2020-06-29,1273754,132904
European Union,2020-06-30,1277333,133111
European Union,2020-07-01,1281786,133251
European Union,2020-07-02,1286057,133411
European Union,2020-07-03,1290315,133539
European Union,2020-07-04,1293651,133620
European Union,2020-07-05,1296134,133666
European Union,2020-07-06,1300689,133745
European Union,2020-07-07,1303738,133887
European Union,2020-07-08,1308120,134027
European Union,2020-07-09,1312290,134144
European Union,2020-07-10,1317110,134254
European Union,2020-07-11,1320729,134316
European Union,2020-07-12,1323214,134353
European Union,2020-07-13,1328892,134430
European Union,2020-07-14,1332300,134537
European Union,2020-07-15,1337109,134717
European Union,2020-07-16,1342933,134832
European Union,2020-07-17,1349116,134932
European Union,2020-07-18,1352734,134984
European Union,2020-07-19,1355468,135019
European Union,2020-07-20,1365169,135094
European Union,2020-07-21,1370689,135191
European Union,2020-07-22,1377417,135296
European Union,2020-07-23,1385596,135402
European Union,2020-07-24,1393686,135504
European Union,2020-07-25,1398446,135555
European Union,2020-07-26,1402158,135617
European Union,2020-07-27,1414558,135665
European Union,2020-07-28,1421198,135772
European Union,2020-07-29,1430166,135899
European Union,2020-07-30,1440536,136011
European Union,2020-07-31,1450762,136115
European Union,2020-08-01,1456104,136181
European Union,2020-08-02,1459837,136242
European Union,2020-08-03,1476238,136363
European Union,2020-08-04,1488116,136480
European Union,2020-08-05,1499189,136619
European Union,2020-08-06,1511637,136729
European Union,2020-08-07,1525727,136846
European Union,2020-08-08,1531659,136943
European Union,2020-08-09,1536656,137007
European Union,2020-08-10,1555389,137165
European Union,2020-08-11,1566067,137260
European Union,2020-08-12,1579849,137402
European Union,2020-08-13,1597513,137559
European Union,2020-08-14,1614235,137700
European Union,2020-08-15,1624318,137954
European Union,2020-08-16,1632238,138024
European Union,2020-08-17,1654541,138150
European Union,2020-08-18,1668322,138306
European Union,2020-08-19,1686552,138563
European Union,2020-08-20,1706677,138702
European Union,2020-08-21,1728561,138862
European Union,2020-08-22,1739226,138949
European Union,2020-08-23,1749900,139020
European Union,2020-08-24,1777624,139157
European Union,2020-08-25,1795103,139339
European Union,2020-08-26,1811120,139386
European Union,2020-08-27,1840945,139546
European Union,2020-08-28,1865651,139674
European Union,2020-08-29,1878902,139756
European Union,2020-08-30,1890490,139823
European Union,2020-08-31,1923626,140023
European Union,2020-09-01,1943641,140227
European Union,2020-09-02,1968034,140411
European Union,2020-09-03,1993550,140576
European Union,2020-09-04,2022992,140837
European Union,2020-09-05,2040529,140949
European Union,2020-09-06,2054961,141032
European Union,2020-09-07,2094198,141231
European Union,2020-09-08,2119414,141450
European Union,2020-09-09,2147560,141636
European Union,2020-09-10,2180153,141826
European Union,2020-09-11,2214596,142043
European Union,2020-09-12,2238128,142149
European Union,2020-09-13,2254300,142239
European Union,2020-09-14,2297763,142470
European Union,2020-09-15,2327833,142813
European Union,2020-09-16,2363524,143229
European Union,2020-09-17,2403228,143562
European Union,2020-09-18,2448119,143944
European Union,2020-09-19,2476811,144084
European Union,2020-09-20,2500487,144212
European Union,2020-09-21,2550646,144533
European Union,2020-09-22,2587858,145000
European Union,2020-09-23,2629765,145377
European Union,2020-09-24,2676038,145696
European Union,2020-09-25,2725653,146129
European Union,2020-09-26,2757909,146376
European Union,2020-09-27,2784571,146525
European Union,2020-09-28,2836173,146917
European Union,2020-09-29,2863055,147193
European Union,2020-09-30,2919769,147852
European Union,2020-10-01,2967093,148277
European Union,2020-10-02,3018965,148743
European Union,2020-10-03,3060561,148974
European Union,2020-10-04,3094643,149192
European Union,2020-10-05,3147241,149612
European Union,2020-10-06,3198026,150277
European Union,2020-10-07,3262379,150789
European Union,2020-10-08,3334687,151276
European Union,2020-10-09,3415543,151894
European Union,2020-10-10,3488873,152242
European Union,2020-10-11,3542281,152539
European Union,2020-10-12,3618049,153145
European Union,2020-10-13,3690239,153769
European Union,2020-10-14,3786583,154565
European Union,2020-10-15,3899331,155296
European Union,2020-10-16,4012556,156194
European Union,2020-10-17,4115417,156706
European Union,2020-10-18,4207486,157195
European Union,2020-10-19,4321054,158032
European Union,2020-10-20,4432049,159157
European Union,2020-10-21,4572835,160212
European Union,2020-10-22,4734237,161342
European Union,2020-10-23,4911692,162621
European Union,2020-10-24,5065476,163615
European Union,2020-10-25,5171942,164245
European Union,2020-10-26,5390723,165672
European Union,2020-10-27,5563578,167544
European Union,2020-10-28,5755845,169124
European Union,2020-10-29,5975847,170829
European Union,2020-10-30,6208240,172900
European Union,2020-10-31,6383071,174500
European Union,2020-11-01,6545911,175758
European Union,2020-11-02,6819680,177778
European Union,2020-11-03,7035280,181022
European Union,2020-11-04,7188370,184666
European Union,2020-11-05,7430547,187306
European Union,2020-11-06,7679299,190527
European Union,2020-11-07,7914701,192683
European Union,2020-11-08,8076833,194361
European Union,2020-11-09,8243065,196911
European Union,2020-11-10,8426604,200800
European Union,2020-11-11,8650277,204391
European Union,2020-11-12,8860280,207349
European Union,2020-11-13,9067301,210908
European Union,2020-11-14,9237210,213463
European Union,2020-11-15,9369354,215578
European Union,2020-11-16,9529544,218656
European Union,2020-11-17,9732134,222925
European Union,2020-11-18,9920749,226707
European Union,2020-11-19,10111564,230043
European Union,2020-11-20,10301002,234313
European Union,2020-11-21,10448849,237016
European Union,2020-11-22,10554585,239120
European Union,2020-11-23,10675115,242384
European Union,2020-11-24,10835111,247068
European Union,2020-11-25,10996619,250920
European Union,2020-11-26,11156666,254782
European Union,2020-11-27,11312055,259172
European Union,2020-11-28,11431990,262008
European Union,2020-11-29,11518614,264129
European Union,2020-11-30,11614535,267380
European Union,2020-12-01,11744571,271696
European Union,2020-12-02,11881786,275594
European Union,2020-12-03,12029819,279571
European Union,2020-12-04,12167224,283600
European Union,2020-12-05,12293786,286366
European Union,2020-12-06,12386483,288481
European Union,2020-12-07,12464792,291299
European Union,2020-12-08,12596485,295074
European Union,2020-12-09,12736352,298621
European Union,2020-12-10,12892883,302410
European Union,2020-12-11,13043715,306494
European Union,2020-12-12,13172138,309316
European Union,2020-12-13,13275170,311445
European Union,2020-12-14,13359094,314379
European Union,2020-12-15,13504832,319043
European Union,2020-12-16,13669640,323207
European Union,2020-12-17,13835065,327007
European Union,2020-12-18,13996598,331094
European Union,2020-12-19,14124439,333879
European Union,2020-12-20,14214374,335763
European Union,2020-12-21,14313580,338751
European Union,2020-12-22,14469066,343057
European Union,2020-12-23,14629314,346896
European Union,2020-12-24,14788167,349776
European Union,2020-12-25,14887288,351741
European Union,2020-12-26,14947043,353424
European Union,2020-12-27,15008547,355136
European Union,2020-12-28,15090392,358126
European Union,2020-12-29,15240689,362936
European Union,2020-12-30,15426927,367322
European Union,2020-12-31,15600929,370501
European Union,2021-01-01,15732328,372804
European Union,2021-01-02,15796997,374546
European Union,2021-01-03,15875280,376232
European Union,2021-01-04,15976544,379303
European Union,2021-01-05,16156439,384005
European Union,2021-01-06,16324752,387633
European Union,2021-01-07,16550291,391271
European Union,2021-01-08,16721173,395307
European Union,2021-01-09,16859717,397957
European Union,2021-01-10,16953222,399819
European Union,2021-01-11,17080701,402863
European Union,2021-01-12,17236978,407384
European Union,2021-01-13,17414274,411530
European Union,2021-01-14,17582823,415439
European Union,2021-01-15,17732724,418969
European Union,2021-01-16,17841479,421779
European Union,2021-01-17,17924773,423653
European Union,2021-01-18,18061579,426133
European Union,2021-01-19,18200458,431150
European Union,2021-01-20,18377471,435495
European Union,2021-01-21,18529891,439306
European Union,2021-01-22,18687187,443228
European Union,2021-01-23,18794194,445581
European Union,2021-01-24,18880004,447473
European Union,2021-01-25,19023989,450749
European Union,2021-01-26,19156782,454802
European Union,2021-01-27,19319155,458702
European Union,2021-01-28,19469423,463010
European Union,2021-01-29,19612842,466654
European Union,2021-01-30,19718238,469504
European Union,2021-01-31,19790203,470937
European Union,2021-02-01,19916389,474335
European Union,2021-02-02,20036194,478829
European Union,2021-02-03,20177302,482645
European Union,2021-02-04,20287545,485923
European Union,2021-02-05,20437134,490021
European Union,2021-02-06,20524902,492050
European Union,2021-02-07,20598403,493475
European Union,2021-02-08,20685663,496464
European Union,2021-02-09,20780743,500603
European Union,2021-02-10,20899057,504005
European Union,2021-02-11,21014340,507258
European Union,2021-02-12,21120257,510476
European Union,2021-02-13,21204713,512322
European Union,2021-02-14,21269994,513527
European Union,2021-02-15,21340085,515730
European Union,2021-02-16,21432168,518887
European Union,2021-02-17,21543735,522086
European Union,2021-02-18,21659630,524751
European Union,2021-02-19,21776215,527638
European Union,2021-02-20,21871297,529181
European Union,2021-02-21,21953868,530227
European Union,2021-02-22,22023462,532371
European Union,2021-02-23,22127357,535273
European Union,2021-02-24,22262756,537904
European Union,2021-02-25,22394786,540026
European Union,2021-02-26,22523968,542844
European Union,2021-02-27,22637027,544485
European Union,2021-02-28,22730154,545581
European Union,2021-03-01,22803046,547705
European Union,2021-03-02,22838235,550283
European Union,2021-03-03,22979321,553040
European Union,2021-03-04,23117264,555346
European Union,2021-03-05,23254969,558114
European Union,2021-03-06,23376752,559710
European Union,2021-03-07,23479146,560831
European Union,2021-03-08,23548834,562877
European Union,2021-03-09,23672619,565570
European Union,2021-03-10,23833613,568199
European Union,2021-03-11,23982950,570562
European Union,2021-03-12,24132379,572861
European Union,2021-03-13,24279248,574543
European Union,2021-03-14,24397263,575812
European Union,2021-03-15,24483732,577814
European Union,2021-03-16,24625145,580472
European Union,2021-03-17,24802343,583092
European Union,2021-03-18,24977214,585395
European Union,2021-03-19,25147675,587754
European Union,2021-03-20,25301414,589621
European Union,2021-03-21,25440275,590976
European Union,2021-03-22,25554969,593462
European Union,2021-03-23,25696300,596359
European Union,2021-03-24,25904923,598935
European Union,2021-03-25,26111148,601990
European Union,2021-03-26,26307012,605514
European Union,2021-03-27,26481187,607492
European Union,2021-03-28,26613142,608865
European Union,2021-03-29,26715106,610961
European Union,2021-03-30,26878824,613864
European Union,2021-03-31,27095865,616782
European Union,2021-04-01,27300739,619547
European Union,2021-04-02,27470825,622033
European Union,2021-04-03,27581889,624287
European Union,2021-04-04,27750564,625823
European Union,2021-04-05,27826935,627456
European Union,2021-04-06,27916264,629379
European Union,2021-04-07,28039891,633058
European Union,2021-04-08,28277836,636378
European Union,2021-04-09,28417661,639751
European Union,2021-04-10,28527859,642054
European Union,2021-04-11,28721504,643683
European Union,2021-04-12,28815499,645972
European Union,2021-04-13,28975524,649048
European Union,2021-04-14,29150126,652122
European Union,2021-04-15,29312994,654916
European Union,2021-04-16,29467358,657582
European Union,2021-04-17,29593488,659571
European Union,2021-04-18,29680236,660981
European Union,2021-04-19,29761206,663238
European Union,2021-04-20,29910161,666015
European Union,2021-04-21,30064198,668876
European Union,2021-04-22,30216224,671401
European Union,2021-04-23,30354193,674002
European Union,2021-04-24,30459768,675918
European Union,2021-04-25,30546434,677181
European Union,2021-04-26,30611510,679171
European Union,2021-04-27,30735725,681678
European Union,2021-04-28,30870490,684143
European Union,2021-04-29,30994991,686472
European Union,2021-04-30,31099921,688544
European Union,2021-05-01,31191781,690134
European Union,2021-05-02,31243851,691048
European Union,2021-05-03,31298964,692631
European Union,2021-05-04,31403421,694334
European Union,2021-05-05,31509911,696475
European Union,2021-05-06,31612443,698484
European Union,2021-05-07,31706157,700328
European Union,2021-05-08,31781773,701796
European Union,2021-05-09,31822607,702668
European Union,2021-05-10,31871538,704088
European Union,2021-05-11,31962540,705951
European Union,2021-05-12,32041058,707456
European Union,2021-05-13,32114698,709057
European Union,2021-05-14,32178872,710411
European Union,2021-05-15,32229951,711400
European Union,2021-05-16,32273687,711987
European Union,2021-05-17,32308908,712979
European Union,2021-05-18,32372342,714447
European Union,2021-05-19,32442779,715757
European Union,2021-05-20,32140293,716932
European Union,2021-05-21,32193318,717965
European Union,2021-05-22,32233171,718735
European Union,2021-05-23,32263778,719203
European Union,2021-05-24,32291122,719739
European Union,2021-05-25,32324286,720987
European Union,2021-05-26,32367569,722108
European Union,2021-05-27,32415238,723008
European Union,2021-05-28,32457306,723798
European Union,2021-05-29,32490280,724340
European Union,2021-05-30,32514747,724650
European Union,2021-05-31,32536505,725269
European Union,2021-06-01,32567717,726024
European Union,2021-06-02,32594236,726741
European Union,2021-06-03,32640712,727381
European Union,2021-06-04,32669385,728113
European Union,2021-06-05,32689978,728597
European Union,2021-06-06,32706328,728900
European Union,2021-06-07,32725128,729392
European Union,2021-06-08,32749370,730294
European Union,2021-06-09,32775104,730992
European Union,2021-06-10,32806772,731729
European Union,2021-06-11,32825934,732342
European Union,2021-06-12,32839301,732685
European Union,2021-06-13,32849144,732832
European Union,2021-06-14,32863569,733169
European Union,2021-06-15,32879332,733752
European Union,2021-06-16,32895079,734249
European Union,2021-06-17,32909106,734710
European Union,2021-06-18,32923179,735154
European Union,2021-06-19,32932893,735419
European Union,2021-06-20,32939827,735520
European Union,2021-06-21,32951569,735837
European Union,2021-06-22,32966764,736229
European Union,2021-06-23,32981654,736652
European Union,2021-06-24,32994630,737019
European Union,2021-06-25,33008098,737427
European Union,2021-06-26,33015842,737799
European Union,2021-06-27,33022164,737947
European Union,2021-06-28,33037855,738204
European Union,2021-06-29,33056428,738760
European Union,2021-06-30,33075009,739172
European Union,2021-07-01,33100202,739443
European Union,2021-07-02,33124635,739667
European Union,2021-07-03,33136322,739784
European Union,2021-07-04,33146176,739822
European Union,2021-07-05,33188602,740063
European Union,2021-07-06,33218984,740290
European Union,2021-07-07,33256950,740523
European Union,2021-07-08,33297063,740790
European Union,2021-07-09,33343083,740951
European Union,2021-07-10,33369215,741033
European Union,2021-07-11,33391629,741062
European Union,2021-07-12,33447445,741192
European Union,2021-07-13,33521472,741377
European Union,2021-07-14,33578309,741508
European Union,2021-07-15,33645484,741639
European Union,2021-07-16,33716485,741763
European Union,2021-07-17,33754422,741821
European Union,2021-07-18,33790163,741863
European Union,2021-07-19,33879672,741983
European Union,2021-07-20,33951666,742132
European Union,2021-07-21,34030107,742281
European Union,2021-07-22,34110709,742434
European Union,2021-07-23,34187394,742565
European Union,2021-07-24,34237453,742667
European Union,2021-07-25,34271535,742709
European Union,2021-07-26,34359346,742900
European Union,2021-07-27,34437950,743085
European Union,2021-07-28,34520785,743405
European Union,2021-07-29,34600565,743457
European Union,2021-07-30,34676680,743684
European Union,2021-07-31,34722873,743819
European Union,2021-08-01,34760431,743879
European Union,2021-08-02,34843690,744170
European Union,2021-08-03,34913011,744489
European Union,2021-08-04,34992799,744731
European Union,2021-08-05,35069606,745000
European Union,2021-08-06,35144506,745265
European Union,2021-08-07,35194686,745378
European Union,2021-08-08,35235195,745470
European Union,2021-08-09,35303201,745794
European Union,2021-08-10,35376430,746101
European Union,2021-08-11,35459034,746405
European Union,2021-08-12,35538572,746695
European Union,2021-08-13,35614324,746982
European Union,2021-08-14,35667193,747145
European Union,2021-08-15,35710723,747266
European Union,2021-08-16,35772040,747643
European Union,2021-08-17,35842283,748064
European Union,2021-08-18,35922290,748541
European Union,2021-08-19,35995973,748980
European Union,2021-08-20,36068294,749371
European Union,2021-08-21,36122900,749616
European Union,2021-08-22,36165463,749841
European Union,2021-08-23,36223408,750404
European Union,2021-08-24,36305767,750997
European Union,2021-08-25,36385867,751535
European Union,2021-08-26,36455657,752043
European Union,2021-08-27,36498389,752500
European Union,2021-08-28,36567457,752766
European Union,2021-08-29,36607313,752980
European Union,2021-08-30,36660758,753542
European Union,2021-08-31,36717848,754162
European Union,2021-09-01,36802796,754693
European Union,2021-09-02,36867910,755260
European Union,2021-09-03,36922183,755777
European Union,2021-09-04,36968786,756086
European Union,2021-09-05,37006401,756322
European Union,2021-09-06,37044994,756881
European Union,2021-09-07,37113567,757547
European Union,2021-09-08,37162569,758116
European Union,2021-09-09,37238901,758693
European Union,2021-09-10,37287166,759210
European Union,2021-09-11,37330379,759488
European Union,2021-09-12,37362932,759724
European Union,2021-09-13,37402499,760357
European Union,2021-09-14,37461064,761197
European Union,2021-09-15,37510063,761787
European Union,2021-09-16,37573969,762345
European Union,2021-09-17,37626686,762875
European Union,2021-09-18,37668840,763244
European Union,2021-09-19,37700561,763494
European Union,2021-09-20,37737432,764160
European Union,2021-09-21,37788408,764900
European Union,2021-09-22,37843218,765594
European Union,2021-09-23,37896795,766246
European Union,2021-09-24,37947346,766857
European Union,2021-09-25,37987916,767177
European Union,2021-09-26,38020487,767479
European Union,2021-09-27,38057785,768183
European Union,2021-09-28,38112974,768924
European Union,2021-09-29,38174647,769651
European Union,2021-09-30,38234671,770286
European Union,2021-10-01,38290502,770917
European Union,2021-10-02,38337580,771333
European Union,2021-10-03,38373522,771702
European Union,2021-10-04,38413937,772427
European Union,2021-10-05,38472062,773307
European Union,2021-10-06,38539320,774169
European Union,2021-10-07,38604693,774927
European Union,2021-10-08,38668483,775790
European Union,2021-10-09,38721530,776344
European Union,2021-10-10,38761954,776740
European Union,2021-10-11,38808484,777483
European Union,2021-10-12,38875577,778473
European Union,2021-10-13,38949087,779354
European Union,2021-10-14,39025944,780262
European Union,2021-10-15,39102353,781178
