location,date,total_cases,total_deaths
Low income,2020-10-23,260498,6566
Low income,2020-10-24,261787,6601
Low income,2020-10-25,262753,6619
Low income,2020-10-26,263597,6642
Low income,2020-10-27,264779,6665
Low income,2020-10-28,265947,6686
Low income,2020-10-29,267464,6706
Low income,2020-10-30,268852,6726
Low income,2020-10-31,269743,6739
Low income,2020-11-01,270955,6761
Low income,2020-11-02,271930,6779
Low income,2020-11-03,273328,6805
Low income,2020-11-04,274494,6825
Low income,2020-11-05,275729,6841
Low income,2020-11-06,276839,6872
Low income,2020-11-07,277919,6883
Low income,2020-11-08,279369,7179
Low income,2020-11-09,280382,7203
Low income,2020-11-10,281402,7228
Low income,2020-11-11,282645,7258
Low income,2020-11-12,283924,7284
Low income,2020-11-13,285255,7312
Low income,2020-11-14,287021,7331
Low income,2020-11-15,288259,7362
Low income,2020-11-16,289771,7404
Low income,2020-11-17,291056,7486
Low income,2020-11-18,292753,7525
Low income,2020-11-19,294361,7551
Low income,2020-11-20,296340,7594
Low income,2020-11-21,297989,7640
Low income,2020-11-22,299354,7687
Low income,2020-11-23,300872,7721
Low income,2020-11-24,302431,7759
Low income,2020-11-25,304379,7801
Low income,2020-11-26,306182,7838
Low income,2020-11-27,308420,7876
Low income,2020-11-28,310071,7918
Low income,2020-11-29,311565,7945
Low income,2020-11-30,313389,7993
Low income,2020-12-01,315373,8028
Low income,2020-12-02,317405,8084
Low income,2020-12-03,319325,8140
Low income,2020-12-04,321362,8178
Low income,2020-12-05,323579,8224
Low income,2020-12-06,325610,8257
Low income,2020-12-07,328073,8305
Low income,2020-12-08,329840,8357
Low income,2020-12-09,333176,8402
Low income,2020-12-10,335698,8455
Low income,2020-12-11,337994,8524
Low income,2020-12-12,340741,8580
Low income,2020-12-13,342866,8618
Low income,2020-12-14,344914,8670
Low income,2020-12-15,346663,8719
Low income,2020-12-16,349121,8784
Low income,2020-12-17,351917,8866
Low income,2020-12-18,354423,8922
Low income,2020-12-19,357000,8970
Low income,2020-12-20,358929,9025
Low income,2020-12-21,360836,9093
Low income,2020-12-22,363020,9148
Low income,2020-12-23,365465,9391
Low income,2020-12-24,368221,9458
Low income,2020-12-25,370630,9501
Low income,2020-12-26,372601,9542
Low income,2020-12-27,374374,9592
Low income,2020-12-28,375643,9624
Low income,2020-12-29,377689,9675
Low income,2020-12-30,380011,9719
Low income,2020-12-31,382444,9751
Low income,2021-01-01,384573,9806
Low income,2021-01-02,386272,9859
Low income,2021-01-03,388385,9889
Low income,2021-01-04,390023,9917
Low income,2021-01-05,391908,9975
Low income,2021-01-06,394263,10005
Low income,2021-01-07,396689,10056
Low income,2021-01-08,399215,10106
Low income,2021-01-09,401715,10158
Low income,2021-01-10,405944,10207
Low income,2021-01-11,408121,10267
Low income,2021-01-12,410497,10317
Low income,2021-01-13,413382,10475
Low income,2021-01-14,416768,10534
Low income,2021-01-15,420161,10601
Low income,2021-01-16,423075,10661
Low income,2021-01-17,426236,10735
Low income,2021-01-18,429052,10786
Low income,2021-01-19,432337,10839
Low income,2021-01-20,436076,10905
Low income,2021-01-21,439635,11018
Low income,2021-01-22,443273,11104
Low income,2021-01-23,446548,11168
Low income,2021-01-24,450186,11248
Low income,2021-01-25,452373,11480
Low income,2021-01-26,456038,11504
Low income,2021-01-27,459952,11554
Low income,2021-01-28,463403,11705
Low income,2021-01-29,467230,11751
Low income,2021-01-30,470197,11831
Low income,2021-01-31,473561,11865
Low income,2021-02-01,476162,11935
Low income,2021-02-02,479019,12018
Low income,2021-02-03,482124,12087
Low income,2021-02-04,485430,12143
Low income,2021-02-05,488333,12178
Low income,2021-02-06,491173,12279
Low income,2021-02-07,493717,12331
Low income,2021-02-08,495866,12377
Low income,2021-02-09,498638,12417
Low income,2021-02-10,501381,12486
Low income,2021-02-11,504054,12531
Low income,2021-02-12,506776,12590
Low income,2021-02-13,508435,12632
Low income,2021-02-14,512051,12694
Low income,2021-02-15,514174,12746
Low income,2021-02-16,517026,12801
Low income,2021-02-17,520040,12851
Low income,2021-02-18,523127,12900
Low income,2021-02-19,526015,12948
Low income,2021-02-20,528948,13004
Low income,2021-02-21,531665,13053
Low income,2021-02-22,534154,13103
Low income,2021-02-23,536373,13143
Low income,2021-02-24,539007,13187
Low income,2021-02-25,541722,13223
Low income,2021-02-26,544908,13270
Low income,2021-02-27,547630,13336
Low income,2021-02-28,550330,13380
Low income,2021-03-01,552226,13432
Low income,2021-03-02,554509,13496
Low income,2021-03-03,557538,13533
Low income,2021-03-04,560367,13575
Low income,2021-03-05,562418,13603
Low income,2021-03-06,565491,13668
Low income,2021-03-07,568038,13710
Low income,2021-03-08,570209,13772
Low income,2021-03-09,572369,13810
Low income,2021-03-10,575317,13865
Low income,2021-03-11,578417,13943
Low income,2021-03-12,581534,14007
Low income,2021-03-13,585291,14096
Low income,2021-03-14,587948,14149
Low income,2021-03-15,590309,14219
Low income,2021-03-16,593302,14282
Low income,2021-03-17,596887,14342
Low income,2021-03-18,600345,14397
Low income,2021-03-19,604361,14469
Low income,2021-03-20,607465,14528
Low income,2021-03-21,610864,14627
Low income,2021-03-22,613587,14701
Low income,2021-03-23,616518,14790
Low income,2021-03-24,619936,14881
Low income,2021-03-25,623878,14967
Low income,2021-03-26,627320,15042
Low income,2021-03-27,630708,15118
Low income,2021-03-28,634068,15198
Low income,2021-03-29,637361,15280
Low income,2021-03-30,640981,15381
Low income,2021-03-31,644901,15488
Low income,2021-04-01,649401,15588
Low income,2021-04-02,653386,15668
Low income,2021-04-03,656821,15732
Low income,2021-04-04,660402,15823
Low income,2021-04-05,663806,15910
Low income,2021-04-06,666983,15990
Low income,2021-04-07,670558,16058
Low income,2021-04-08,674563,16157
Low income,2021-04-09,678181,16238
Low income,2021-04-10,681695,16302
Low income,2021-04-11,685016,16387
Low income,2021-04-12,688432,16475
Low income,2021-04-13,691408,16654
Low income,2021-04-14,696722,16768
Low income,2021-04-15,700678,16843
Low income,2021-04-16,704723,16899
Low income,2021-04-17,707866,16967
Low income,2021-04-18,711235,17053
Low income,2021-04-19,714404,17203
Low income,2021-04-20,717675,17310
Low income,2021-04-21,720934,17413
Low income,2021-04-22,724458,17499
Low income,2021-04-23,727631,17554
Low income,2021-04-24,730678,17623
Low income,2021-04-25,733506,17698
Low income,2021-04-26,735563,17817
Low income,2021-04-27,738026,17916
Low income,2021-04-28,740420,18008
Low income,2021-04-29,742716,18069
Low income,2021-04-30,744780,18134
Low income,2021-05-01,746373,18184
Low income,2021-05-02,747565,18237
Low income,2021-05-03,748673,18302
Low income,2021-05-04,750550,18374
Low income,2021-05-05,752390,18447
Low income,2021-05-06,754905,18531
Low income,2021-05-07,756779,18586
Low income,2021-05-08,758415,18660
Low income,2021-05-09,759558,18699
Low income,2021-05-10,761130,18824
Low income,2021-05-11,762663,18880
Low income,2021-05-12,764368,18926
Low income,2021-05-13,765948,18964
Low income,2021-05-14,767282,19007
Low income,2021-05-15,768176,19035
Low income,2021-05-16,769140,19083
Low income,2021-05-17,770156,19124
Low income,2021-05-18,771573,19169
Low income,2021-05-19,772975,19210
Low income,2021-05-20,774624,19378
Low income,2021-05-21,776263,19411
Low income,2021-05-22,777615,19447
Low income,2021-05-23,778717,19488
Low income,2021-05-24,780103,19559
Low income,2021-05-25,781775,19608
Low income,2021-05-26,783636,19660
Low income,2021-05-27,785311,19710
Low income,2021-05-28,787931,19750
Low income,2021-05-29,790207,19785
Low income,2021-05-30,792077,19859
Low income,2021-05-31,794442,19906
Low income,2021-06-01,796749,19986
Low income,2021-06-02,799634,20045
Low income,2021-06-03,802754,20095
Low income,2021-06-04,806770,20160
Low income,2021-06-05,809577,20220
Low income,2021-06-06,812836,20334
Low income,2021-06-07,816469,20397
Low income,2021-06-08,819452,20521
Low income,2021-06-09,823195,20609
Low income,2021-06-10,827659,20689
Low income,2021-06-11,832238,20777
Low income,2021-06-12,836038,20852
Low income,2021-06-13,839833,20963
Low income,2021-06-14,843876,21084
Low income,2021-06-15,848052,21209
Low income,2021-06-16,850481,21285
Low income,2021-06-17,857029,21502
Low income,2021-06-18,862372,21663
Low income,2021-06-19,867281,21825
Low income,2021-06-20,871187,21976
Low income,2021-06-21,876007,22106
Low income,2021-06-22,880591,22264
Low income,2021-06-23,885954,22403
Low income,2021-06-24,891338,22558
Low income,2021-06-25,896984,22692
Low income,2021-06-26,901973,22849
Low income,2021-06-27,905906,22970
Low income,2021-06-28,910151,23136
Low income,2021-06-29,914079,23273
Low income,2021-06-30,918359,23412
Low income,2021-07-01,923951,23592
Low income,2021-07-02,929844,23752
Low income,2021-07-03,934860,23861
Low income,2021-07-04,939328,23991
Low income,2021-07-05,943505,24966
Low income,2021-07-06,949194,25115
Low income,2021-07-07,953378,25224
Low income,2021-07-08,959008,25352
Low income,2021-07-09,964327,25505
Low income,2021-07-10,969826,25656
Low income,2021-07-11,973467,25809
Low income,2021-07-12,978251,25952
Low income,2021-07-13,983282,26102
Low income,2021-07-14,988629,26280
Low income,2021-07-15,994245,26449
Low income,2021-07-16,999628,26630
Low income,2021-07-17,1006460,26753
Low income,2021-07-18,1013015,26919
Low income,2021-07-19,1017702,27081
Low income,2021-07-20,1022657,27206
Low income,2021-07-21,1027099,27325
Low income,2021-07-22,1032887,27492
Low income,2021-07-23,1037530,27602
Low income,2021-07-24,1041531,27744
Low income,2021-07-25,1045474,27888
Low income,2021-07-26,1052256,28048
Low income,2021-07-27,1057326,28181
Low income,2021-07-28,1063497,28331
Low income,2021-07-29,1068927,28470
Low income,2021-07-30,1075133,28630
Low income,2021-07-31,1080605,28776
Low income,2021-08-01,1084185,28900
Low income,2021-08-02,1088649,29045
Low income,2021-08-03,1093997,29256
Low income,2021-08-04,1098465,29382
Low income,2021-08-05,1103402,29485
Low income,2021-08-06,1108691,29605
Low income,2021-08-07,1113405,29745
Low income,2021-08-08,1116396,29828
Low income,2021-08-09,1119949,29938
Low income,2021-08-10,1128651,30041
Low income,2021-08-11,1133477,30147
Low income,2021-08-12,1137510,30267
Low income,2021-08-13,1141944,30380
Low income,2021-08-14,1145219,30470
Low income,2021-08-15,1148294,30586
Low income,2021-08-16,1151063,30676
Low income,2021-08-17,1154722,30774
Low income,2021-08-18,1158647,30873
Low income,2021-08-19,1161683,30967
Low income,2021-08-20,1165561,31052
Low income,2021-08-21,1168308,31108
Low income,2021-08-22,1171172,31215
Low income,2021-08-23,1194894,31310
Low income,2021-08-24,1198421,31381
Low income,2021-08-25,1203193,31475
Low income,2021-08-26,1207297,31563
Low income,2021-08-27,1211353,31638
Low income,2021-08-28,1215296,31708
Low income,2021-08-29,1217951,31784
Low income,2021-08-30,1220687,31875
Low income,2021-08-31,1223492,31948
Low income,2021-09-01,1227459,32023
Low income,2021-09-02,1230859,32108
Low income,2021-09-03,1234477,32196
Low income,2021-09-04,1237154,32258
Low income,2021-09-05,1239890,32311
Low income,2021-09-06,1242265,32394
Low income,2021-09-07,1245736,32461
Low income,2021-09-08,1248663,32532
Low income,2021-09-09,1252082,32617
Low income,2021-09-10,1256366,32693
Low income,2021-09-11,1258161,32752
Low income,2021-09-12,1259860,32816
Low income,2021-09-13,1262068,32908
Low income,2021-09-14,1265172,33008
Low income,2021-09-15,1268524,33086
Low income,2021-09-16,1271383,33164
Low income,2021-09-17,1274788,33267
Low income,2021-09-18,1277373,33349
Low income,2021-09-19,1279035,33395
Low income,2021-09-20,1281134,33490
Low income,2021-09-21,1283880,33567
Low income,2021-09-22,1288537,33650
Low income,2021-09-23,1291548,33761
Low income,2021-09-24,1294512,33864
Low income,2021-09-25,1296717,33944
Low income,2021-09-26,1298465,34008
Low income,2021-09-27,1300492,34092
Low income,2021-09-28,1303333,34167
Low income,2021-09-29,1305443,34256
Low income,2021-09-30,1308023,34342
Low income,2021-10-01,1310561,34420
Low income,2021-10-02,1312396,34490
Low income,2021-10-03,1314261,34572
Low income,2021-10-04,1315691,34669
Low income,2021-10-05,1318033,34745
Low income,2021-10-06,1321321,34838
Low income,2021-10-07,1323379,34901
Low income,2021-10-08,1325325,35000
Low income,2021-10-09,1326654,35049
Low income,2021-10-10,1328104,35144
Low income,2021-10-11,1329553,35206
Low income,2021-10-12,1331195,35279
Low income,2021-10-13,1333225,35360
Low income,2021-10-14,1335009,35417
Low income,2021-10-15,1336498,35460
Low income,2021-10-16,1337638,35567
Low income,2021-10-17,1338794,35617
Low income,2021-10-18,1340262,35671
Low income,2021-10-19,1341342,35727
Low income,2021-10-20,1342827,35785
Low income,2021-10-21,1344275,35844
Low income,2021-10-22,1345602,35883
Low income,2021-10-23,1346758,35986
Low income,2021-10-24,1347459,36015
Low income,2021-10-25,1349367,36092
Low income,2021-10-26,1350406,36133
Low income,2021-10-27,1351539,36185
Low income,2021-10-28,1352481,36229
Low income,2021-10-29,1353544,36255
Low income,2021-10-30,1354458,36290
Low income,2021-10-31,1354931,36320
Low income,2021-11-01,1356136,36359
Low income,2021-11-02,1357120,36402
Low income,2021-11-03,1358241,36434
Low income,2021-11-04,1358841,36466
Low income,2021-11-05,1360172,36568
Low income,2021-11-06,1360727,36591
Low income,2021-11-07,1361049,36609
Low income,2021-11-08,1362441,36655
Low income,2021-11-09,1363902,36702
Low income,2021-11-10,1364714,36734
Low income,2021-11-11,1365840,36787
Low income,2021-11-12,1366540,36813
Low income,2021-11-13,1367434,36842
Low income,2021-11-14,1367946,36866
Low income,2021-11-15,1368804,36887
Low income,2021-11-16,1369677,36941
Low income,2021-11-17,1370367,36964
Low income,2021-11-18,1371093,36991
Low income,2021-11-19,1371927,37032
Low income,2021-11-20,1372397,37057
Low income,2021-11-21,1372863,37082
Low income,2021-11-22,1373717,37111
Low income,2021-11-23,1374893,37148
Low income,2021-11-24,1375530,37163
Low income,2021-11-25,1376270,37183
Low income,2021-11-26,1376856,37205
Low income,2021-11-27,1377370,37239
Low income,2021-11-28,1377792,37259
Low income,2021-11-29,1379435,37313
Low income,2021-11-30,1380503,37349
Low income,2021-12-01,1381280,37377
Low income,2021-12-02,1382111,37405
Low income,2021-12-03,1383378,37433
Low income,2021-12-04,1384370,37457
Low income,2021-12-05,1384823,37470
Low income,2021-12-06,1386682,37531
Low income,2021-12-07,1388021,37552
Low income,2021-12-08,1389052,37575
Low income,2021-12-09,1389994,37596
Low income,2021-12-10,1392022,37627
Low income,2021-12-11,1393918,37661
Low income,2021-12-12,1394698,37678
Low income,2021-12-13,1395925,37723
Low income,2021-12-14,1398319,37762
Low income,2021-12-15,1402802,37778
Low income,2021-12-16,1407383,37808
Low income,2021-12-17,1412028,37823
Low income,2021-12-18,1415466,37852
Low income,2021-12-19,1419009,37872
Low income,2021-12-20,1426748,37937
Low income,2021-12-21,1434171,37976
Low income,2021-12-22,1442396,38005
Low income,2021-12-23,1455821,38032
Low income,2021-12-24,1466756,38050
Low income,2021-12-25,1478793,38103
Low income,2021-12-26,1485067,38125
Low income,2021-12-27,1495742,38235
Low income,2021-12-28,1509333,38263
Low income,2021-12-29,1526707,38330
Low income,2021-12-30,1542066,38364
Low income,2021-12-31,1557370,38409
Low income,2022-01-01,1568899,38449
Low income,2022-01-02,1576644,38488
Low income,2022-01-03,1583199,38533
Low income,2022-01-04,1608309,38664
Low income,2022-01-05,1623399,38705
Low income,2022-01-06,1638065,38769
Low income,2022-01-07,1648335,38802
Low income,2022-01-08,1659345,38892
Low income,2022-01-09,1665266,38926
Low income,2022-01-10,1674454,38994
Low income,2022-01-11,1684443,39062
Low income,2022-01-12,1692840,39147
Low income,2022-01-13,1701263,39196
Low income,2022-01-14,1707881,39245
Low income,2022-01-15,1714349,39349
Low income,2022-01-16,1717534,39413
Low income,2022-01-17,1724131,39554
Low income,2022-01-18,1728764,39627
Low income,2022-01-19,1732561,39684
Low income,2022-01-20,1737977,39755
Low income,2022-01-21,1740658,39795
Low income,2022-01-22,1744705,39889
Low income,2022-01-23,1745940,39924
Low income,2022-01-24,1750364,39990
Low income,2022-01-25,1753761,40044
Low income,2022-01-26,1756749,40102
Low income,2022-01-27,1759333,40151
Low income,2022-01-28,1760763,40184
Low income,2022-01-29,1764108,40263
Low income,2022-01-30,1765589,40288
Low income,2022-01-31,1768399,40358
Low income,2022-02-01,1771208,40395
Low income,2022-02-02,1773493,40520
Low income,2022-02-03,1775221,40591
Low income,2022-02-04,1776508,40611
Low income,2022-02-05,1779532,40667
Low income,2022-02-06,1780453,40693
Low income,2022-02-07,1782591,40791
Low income,2022-02-08,1784470,40919
Low income,2022-02-09,1786045,41085
Low income,2022-02-10,1787709,41131
Low income,2022-02-11,1788950,41164
Low income,2022-02-12,1791067,41287
Low income,2022-02-13,1791915,41304
Low income,2022-02-14,1793345,41332
Low income,2022-02-15,1794120,41348
Low income,2022-02-16,1794846,41371
Low income,2022-02-17,1795373,41390
Low income,2022-02-18,1796109,41405
Low income,2022-02-19,1797088,41443
Low income,2022-02-20,1797652,41458
Low income,2022-02-21,1799735,41565
Lower middle income,2020-01-22,NA,NA
Lower middle income,2020-01-23,2,NA
Lower middle income,2020-01-24,2,NA
Lower middle income,2020-01-25,3,NA
Lower middle income,2020-01-26,3,NA
Lower middle income,2020-01-27,5,NA
Lower middle income,2020-01-28,5,NA
Lower middle income,2020-01-29,5,NA
Lower middle income,2020-01-30,7,NA
Lower middle income,2020-01-31,7,NA
Lower middle income,2020-02-01,11,NA
Lower middle income,2020-02-02,13,1
Lower middle income,2020-02-03,16,1
Lower middle income,2020-02-04,16,1
Lower middle income,2020-02-05,16,1
Lower middle income,2020-02-06,18,1
Lower middle income,2020-02-07,19,1
Lower middle income,2020-02-08,22,1
Lower middle income,2020-02-09,22,1
Lower middle income,2020-02-10,23,1
Lower middle income,2020-02-11,24,1
Lower middle income,2020-02-12,24,1
Lower middle income,2020-02-13,25,1
Lower middle income,2020-02-14,26,1
Lower middle income,2020-02-15,26,1
Lower middle income,2020-02-16,26,1
Lower middle income,2020-02-17,26,1
Lower middle income,2020-02-18,26,1
Lower middle income,2020-02-19,28,3
Lower middle income,2020-02-20,31,3
Lower middle income,2020-02-21,44,5
Lower middle income,2020-02-22,54,6
Lower middle income,2020-02-23,69,9
Lower middle income,2020-02-24,87,13
Lower middle income,2020-02-25,124,17
Lower middle income,2020-02-26,168,20
Lower middle income,2020-02-27,274,27
Lower middle income,2020-02-28,420,35
Lower middle income,2020-02-29,625,44
Lower middle income,2020-03-01,1011,55
Lower middle income,2020-03-02,1543,67
Lower middle income,2020-03-03,2382,78
Lower middle income,2020-03-04,3001,93
Lower middle income,2020-03-05,3601,108
Lower middle income,2020-03-06,4862,125
Lower middle income,2020-03-07,5953,146
Lower middle income,2020-03-08,6761,196
Lower middle income,2020-03-09,7404,239
Lower middle income,2020-03-10,8339,294
Lower middle income,2020-03-11,9350,359
Lower middle income,2020-03-12,10460,436
Lower middle income,2020-03-13,11858,531
Lower middle income,2020-03-14,13419,633
Lower middle income,2020-03-15,14833,750
Lower middle income,2020-03-16,16095,880
Lower middle income,2020-03-17,17587,1020
Lower middle income,2020-03-18,19100,1196
Lower middle income,2020-03-19,20490,1354
Lower middle income,2020-03-20,22248,1518
Lower middle income,2020-03-21,23688,1657
Lower middle income,2020-03-22,25305,1815
Lower middle income,2020-03-23,27289,1964
Lower middle income,2020-03-24,29694,2102
Lower middle income,2020-03-25,32738,2265
Lower middle income,2020-03-26,35956,2475
Lower middle income,2020-03-27,39863,2660
Lower middle income,2020-03-28,43909,2854
Lower middle income,2020-03-29,48073,3020
Lower middle income,2020-03-30,52406,3187
Lower middle income,2020-03-31,57127,3384
Lower middle income,2020-04-01,62063,3616
Lower middle income,2020-04-02,66892,3840
Lower middle income,2020-04-03,71345,4062
Lower middle income,2020-04-04,75702,4311
Lower middle income,2020-04-05,80371,4559
Lower middle income,2020-04-06,85574,4809
Lower middle income,2020-04-07,89492,5045
Lower middle income,2020-04-08,93551,5266
Lower middle income,2020-04-09,97746,5556
Lower middle income,2020-04-10,102235,5839
Lower middle income,2020-04-11,106804,6112
Lower middle income,2020-04-12,111307,6433
Lower middle income,2020-04-13,116400,6674
Lower middle income,2020-04-14,121505,6947
Lower middle income,2020-04-15,126463,7136
Lower middle income,2020-04-16,131734,7379
Lower middle income,2020-04-17,137301,7632
Lower middle income,2020-04-18,143070,7846
Lower middle income,2020-04-19,148646,8110
Lower middle income,2020-04-20,154157,8337
Lower middle income,2020-04-21,159679,8574
Lower middle income,2020-04-22,165647,8819
Lower middle income,2020-04-23,171895,9049
Lower middle income,2020-04-24,178342,9322
Lower middle income,2020-04-25,184124,9551
Lower middle income,2020-04-26,190317,9755
Lower middle income,2020-04-27,195817,10015
Lower middle income,2020-04-28,202482,10282
Lower middle income,2020-04-29,209596,10590
Lower middle income,2020-04-30,216897,10843
Lower middle income,2020-05-01,224379,11074
Lower middle income,2020-05-02,232075,11372
Lower middle income,2020-05-03,239833,11578
Lower middle income,2020-05-04,250007,11957
Lower middle income,2020-05-05,259773,12284
Lower middle income,2020-05-06,269794,12629
Lower middle income,2020-05-07,280414,12955
Lower middle income,2020-05-08,292206,13255
Lower middle income,2020-05-09,302447,13542
Lower middle income,2020-05-10,314021,13860
Lower middle income,2020-05-11,326032,14118
Lower middle income,2020-05-12,336194,14428
Lower middle income,2020-05-13,347036,14769
Lower middle income,2020-05-14,360420,15139
Lower middle income,2020-05-15,370900,15440
Lower middle income,2020-05-16,383030,15744
Lower middle income,2020-05-17,396491,16125
Lower middle income,2020-05-18,410289,16501
Lower middle income,2020-05-19,425742,16885
Lower middle income,2020-05-20,441965,17229
Lower middle income,2020-05-21,460161,17654
Lower middle income,2020-05-22,477138,18032
Lower middle income,2020-05-23,493722,18390
Lower middle income,2020-05-24,510876,18781
Lower middle income,2020-05-25,526637,19111
Lower middle income,2020-05-26,542323,19549
Lower middle income,2020-05-27,560846,20006
Lower middle income,2020-05-28,580564,20438
Lower middle income,2020-05-29,602251,20978
Lower middle income,2020-05-30,624653,21530
Lower middle income,2020-05-31,647469,22068
Lower middle income,2020-06-01,671127,22618
Lower middle income,2020-06-02,695690,23188
Lower middle income,2020-06-03,721721,23784
Lower middle income,2020-06-04,747977,24365
Lower middle income,2020-06-05,774074,25002
Lower middle income,2020-06-06,801263,25633
Lower middle income,2020-06-07,828115,26233
Lower middle income,2020-06-08,852030,26852
Lower middle income,2020-06-09,880675,27490
Lower middle income,2020-06-10,909732,28260
Lower middle income,2020-06-11,939721,29045
Lower middle income,2020-06-12,965403,29760
Lower middle income,2020-06-13,996835,30486
Lower middle income,2020-06-14,1033676,31354
Lower middle income,2020-06-15,1063336,32311
Lower middle income,2020-06-16,1094667,34868
Lower middle income,2020-06-17,1128006,35727
Lower middle income,2020-06-18,1161676,36580
Lower middle income,2020-06-19,1199157,37499
Lower middle income,2020-06-20,1236424,38377
Lower middle income,2020-06-21,1270355,39305
Lower middle income,2020-06-22,1304030,40147
Lower middle income,2020-06-23,1339886,41098
Lower middle income,2020-06-24,1377234,42071
Lower middle income,2020-06-25,1414020,42949
Lower middle income,2020-06-26,1452934,43856
Lower middle income,2020-06-27,1493745,44755
Lower middle income,2020-06-28,1532986,45615
Lower middle income,2020-06-29,1570299,46657
Lower middle income,2020-06-30,1609950,47788
Lower middle income,2020-07-01,1651194,48822
Lower middle income,2020-07-02,1693566,49793
Lower middle income,2020-07-03,1734686,50711
Lower middle income,2020-07-04,1780118,51859
Lower middle income,2020-07-05,1829431,52942
Lower middle income,2020-07-06,1871522,53979
Lower middle income,2020-07-07,1916454,55160
Lower middle income,2020-07-08,1964114,56188
Lower middle income,2020-07-09,2010978,57268
Lower middle income,2020-07-10,2057995,58419
Lower middle income,2020-07-11,2106126,59573
Lower middle income,2020-07-12,2153936,60852
Lower middle income,2020-07-13,2199318,62034
Lower middle income,2020-07-14,2246048,63147
Lower middle income,2020-07-15,2299039,64323
Lower middle income,2020-07-16,2354154,65562
Lower middle income,2020-07-17,2412424,66956
Lower middle income,2020-07-18,2482972,68917
Lower middle income,2020-07-19,2544510,70374
Lower middle income,2020-07-20,2599920,71592
Lower middle income,2020-07-21,2658036,72922
Lower middle income,2020-07-22,2723977,74720
Lower middle income,2020-07-23,2794579,76247
Lower middle income,2020-07-24,2863921,77632
Lower middle income,2020-07-25,2933386,78935
Lower middle income,2020-07-26,3001702,80237
Lower middle income,2020-07-27,3065173,81463
Lower middle income,2020-07-28,3136485,82898
Lower middle income,2020-07-29,3207692,84298
Lower middle income,2020-07-30,3282813,85785
Lower middle income,2020-07-31,3366377,87201
Lower middle income,2020-08-01,3443859,88652
Lower middle income,2020-08-02,3516150,89961
Lower middle income,2020-08-03,3587463,91374
Lower middle income,2020-08-04,3662390,92845
Lower middle income,2020-08-05,3741448,94295
Lower middle income,2020-08-06,3825394,95785
Lower middle income,2020-08-07,3909266,97240
Lower middle income,2020-08-08,3996059,98602
Lower middle income,2020-08-09,4077553,100181
Lower middle income,2020-08-10,4153488,101588
Lower middle income,2020-08-11,4234625,102933
Lower middle income,2020-08-12,4324367,104545
Lower middle income,2020-08-13,4410547,106070
Lower middle income,2020-08-14,4499515,107553
Lower middle income,2020-08-15,4585952,109123
Lower middle income,2020-08-16,4664022,110598
Lower middle income,2020-08-17,4737154,111949
Lower middle income,2020-08-18,4824808,113551
Lower middle income,2020-08-19,4918030,115154
Lower middle income,2020-08-20,5008681,116728
Lower middle income,2020-08-21,5100316,117751
Lower middle income,2020-08-22,5190997,119206
Lower middle income,2020-08-23,5270780,120558
Lower middle income,2020-08-24,5351569,121905
Lower middle income,2020-08-25,5427893,123436
Lower middle income,2020-08-26,5535102,125184
Lower middle income,2020-08-27,5633527,126911
Lower middle income,2020-08-28,5732143,128540
Lower middle income,2020-08-29,5831983,130056
Lower middle income,2020-08-30,5930390,131552
Lower middle income,2020-08-31,6019168,132832
Lower middle income,2020-09-01,6116909,134408
Lower middle income,2020-09-02,6221879,136099
Lower middle income,2020-09-03,6324940,137856
Lower middle income,2020-09-04,6433089,139481
Lower middle income,2020-09-05,6542644,141097
Lower middle income,2020-09-06,6652950,142588
Lower middle income,2020-09-07,6746513,145796
Lower middle income,2020-09-08,6857269,147450
Lower middle income,2020-09-09,6974476,149180
Lower middle income,2020-09-10,7093401,150929
Lower middle income,2020-09-11,7215459,152643
Lower middle income,2020-09-12,7334380,154440
Lower middle income,2020-09-13,7447811,156088
Lower middle income,2020-09-14,7554885,157932
Lower middle income,2020-09-15,7668342,159800
Lower middle income,2020-09-16,7789972,161590
Lower middle income,2020-09-17,7910807,163382
Lower middle income,2020-09-18,8028839,165211
Lower middle income,2020-09-19,8146548,166968
Lower middle income,2020-09-20,8257860,168698
Lower middle income,2020-09-21,8355932,170286
Lower middle income,2020-09-22,8461102,172007
Lower middle income,2020-09-23,8573962,173787
Lower middle income,2020-09-24,8685263,175543
Lower middle income,2020-09-25,8796556,177308
Lower middle income,2020-09-26,8908409,179072
Lower middle income,2020-09-27,9014778,180700
Lower middle income,2020-09-28,9107429,182058
Lower middle income,2020-09-29,9212812,183960
Lower middle income,2020-09-30,9325832,185837
Lower middle income,2020-10-01,9432755,187586
Lower middle income,2020-10-02,9540537,189308
Lower middle income,2020-10-03,9643690,190843
Lower middle income,2020-10-04,9744450,192433
Lower middle income,2020-10-05,9829448,193967
Lower middle income,2020-10-06,9927745,195636
Lower middle income,2020-10-07,10037627,197351
Lower middle income,2020-10-08,10141777,199144
Lower middle income,2020-10-09,10244734,200761
Lower middle income,2020-10-10,10355780,202432
Lower middle income,2020-10-11,10451272,203971
Lower middle income,2020-10-12,10533620,205280
Lower middle income,2020-10-13,10625989,206723
Lower middle income,2020-10-14,10726162,208234
Lower middle income,2020-10-15,10820398,209837
Lower middle income,2020-10-16,10915479,211390
Lower middle income,2020-10-17,11015000,213298
Lower middle income,2020-10-18,11099143,214553
Lower middle income,2020-10-19,11176476,215951
